0,0.0000000000
1,0.0099998333
2,0.0199986667
3,0.0299955002
4,0.0399893342
5,0.0499791693
6,0.0599640065
7,0.0699428473
8,0.0799146940
9,0.0898785492
10,0.0998334166
11,0.1097783008
12,0.1197122073
13,0.1296341426
14,0.1395431146
15,0.1494381325
16,0.1593182066
17,0.1691823491
18,0.1790295734
19,0.1888588950
20,0.1986693308
21,0.2084598998
22,0.2182296231
23,0.2279775235
24,0.2377026264
25,0.2474039593
26,0.2570805519
27,0.2667314367
28,0.2763556486
29,0.2859522251
30,0.2955202067
31,0.3050586364
32,0.3145665606
33,0.3240430284
34,0.3334870921
35,0.3428978075
36,0.3522742333
37,0.3616154320
38,0.3709204694
39,0.3801884151
40,0.3894183423
41,0.3986093280
42,0.4077604531
43,0.4168708024
44,0.4259394651
45,0.4349655341
46,0.4439481070
47,0.4528862854
48,0.4617791755
49,0.4706258882
50,0.4794255386
51,0.4881772469
52,0.4968801378
53,0.5055333412
54,0.5141359917
55,0.5226872289
56,0.5311861979
57,0.5396320487
58,0.5480239368
59,0.5563610229
60,0.5646424734
61,0.5728674601
62,0.5810351605
63,0.5891447579
64,0.5971954414
65,0.6051864057
66,0.6131168520
67,0.6209859870
68,0.6287930240
69,0.6365371822
70,0.6442176872
71,0.6518337710
72,0.6593846720
73,0.6668696350
74,0.6742879116
75,0.6816387600
76,0.6889214451
77,0.6961352386
78,0.7032794192
79,0.7103532724
80,0.7173560909
81,0.7242871744
82,0.7311458297
83,0.7379313711
84,0.7446431200
85,0.7512804051
86,0.7578425629
87,0.7643289370
88,0.7707388789
89,0.7770717475
90,0.7833269096
91,0.7895037397
92,0.7956016200
93,0.8016199409
94,0.8075581004
95,0.8134155048
96,0.8191915683
97,0.8248857133
98,0.8304973705
99,0.8360259786
100,0.8414709848
101,0.8468318446
102,0.8521080219
103,0.8572989892
104,0.8624042272
105,0.8674232256
106,0.8723554823
107,0.8772005043
108,0.8819578069
109,0.8866269144
110,0.8912073601
111,0.8956986857
112,0.9001004422
113,0.9044121894
114,0.9086334961
115,0.9127639403
116,0.9168031088
117,0.9207505977
118,0.9246060124
119,0.9283689672
120,0.9320390860
121,0.9356160016
122,0.9390993563
123,0.9424888019
124,0.9457839994
125,0.9489846194
126,0.9520903416
127,0.9551008556
128,0.9580158603
129,0.9608350642
130,0.9635581854
131,0.9661849516
132,0.9687151001
133,0.9711483779
134,0.9734845417
135,0.9757233578
136,0.9778646024
137,0.9799080614
138,0.9818535304
139,0.9837008148
140,0.9854497300
141,0.9871001010
142,0.9886517629
143,0.9901045603
144,0.9914583482
145,0.9927129910
146,0.9938683634
147,0.9949243498
148,0.9958808445
149,0.9967377520
150,0.9974949866
151,0.9981524725
152,0.9987101440
153,0.9991679453
154,0.9995258306
155,0.9997837642
156,0.9999417202
157,0.9999996829
158,0.9999576465
159,0.9998156151
160,0.9995736030
161,0.9992316344
162,0.9987897435
163,0.9982479744
164,0.9976063813
165,0.9968650285
166,0.9960239899
167,0.9950833498
168,0.9940432022
169,0.9929036511
170,0.9916648105
171,0.9903268042
172,0.9888897660
173,0.9873538397
174,0.9857191788
175,0.9839859469
176,0.9821543171
177,0.9802244728
178,0.9781966068
179,0.9760709220
180,0.9738476309
181,0.9715269558
182,0.9691091289
183,0.9665943918
184,0.9639829962
185,0.9612752030
186,0.9584712831
187,0.9555715169
188,0.9525761943
189,0.9494856149
190,0.9463000877
191,0.9430199313
192,0.9396454737
193,0.9361770523
194,0.9326150140
195,0.9289597150
196,0.9252115208
197,0.9213708062
198,0.9174379553
199,0.9134133613
200,0.9092974268
201,0.9050905633
202,0.9007931915
203,0.8964057412
204,0.8919286510
205,0.8873623686
206,0.8827073508
207,0.8779640630
208,0.8731329795
209,0.8682145834
210,0.8632093666
211,0.8581178296
212,0.8529404816
213,0.8476778401
214,0.8423304316
215,0.8368987908
216,0.8313834608
217,0.8257849931
218,0.8201039476
219,0.8143408924
220,0.8084964038
221,0.8025710662
222,0.7965654722
223,0.7904802223
224,0.7843159251
225,0.7780731969
226,0.7717526620
227,0.7653549525
228,0.7588807082
229,0.7523305764
230,0.7457052122
231,0.7390052781
232,0.7322314440
233,0.7253843875
234,0.7184647931
235,0.7114733528
236,0.7044107658
237,0.6972777383
238,0.6900749836
239,0.6828032219
240,0.6754631806
241,0.6680555934
242,0.6605812013
243,0.6530407516
244,0.6454349983
245,0.6377647021
246,0.6300306300
247,0.6222335553
248,0.6143742578
249,0.6064535234
250,0.5984721441
251,0.5904309181
252,0.5823306495
253,0.5741721484
254,0.5659562304
255,0.5576837174
256,0.5493554364
257,0.5409722204
258,0.5325349076
259,0.5240443417
260,0.5155013718
261,0.5069068522
262,0.4982616424
263,0.4895666068
264,0.4808226150
265,0.4720305413
266,0.4631912649
267,0.4543056698
268,0.4453746445
269,0.4363990822
270,0.4273798802
271,0.4183179407
272,0.4092141697
273,0.4000694776
274,0.3908847789
275,0.3816609921
276,0.3723990394
277,0.3630998472
278,0.3537643453
279,0.3443934673
280,0.3349881502
281,0.3255493345
282,0.3160779642
283,0.3065749864
284,0.2970413513
285,0.2874780123
286,0.2778859258
287,0.2682660509
288,0.2586193497
289,0.2489467867
290,0.2392493292
291,0.2295279470
292,0.2197836122
293,0.2100172993
294,0.2002299847
295,0.1904226474
296,0.1805962679
297,0.1707518290
298,0.1608903150
299,0.1510127121
300,0.1411200081
301,0.1312131922
302,0.1212932550
303,0.1113611887
304,0.1014179863
305,0.0914646422
306,0.0815021518
307,0.0715315111
308,0.0615537174
309,0.0515697684
310,0.0415806624
311,0.0315873984
312,0.0215909757
313,0.0115923939
314,0.0015926529
315,-0.0084072474
316,-0.0184063069
317,-0.0284035259
318,-0.0383979045
319,-0.0483884434
320,-0.0583741434
321,-0.0683540061
322,-0.0783270335
323,-0.0882922282
324,-0.0982485937
325,-0.1081951345
326,-0.1181308559
327,-0.1280547643
328,-0.1379658673
329,-0.1478631738
330,-0.1577456941
331,-0.1676124400
332,-0.1774624248
333,-0.1872946635
334,-0.1971081729
335,-0.2069019717
336,-0.2166750804
337,-0.2264265218
338,-0.2361553207
339,-0.2458605043
340,-0.2555411020
341,-0.2651961459
342,-0.2748246703
343,-0.2844257125
344,-0.2939983124
345,-0.3035415127
346,-0.3130543591
347,-0.3225359003
348,-0.3319851882
349,-0.3414012779
350,-0.3507832277
351,-0.3601300995
352,-0.3694409585
353,-0.3787148738
354,-0.3879509179
355,-0.3971481673
356,-0.4063057021
357,-0.4154226068
358,-0.4244979695
359,-0.4335308828
360,-0.4425204433
361,-0.4514657522
362,-0.4603659148
363,-0.4692200413
364,-0.4780272461
365,-0.4867866487
366,-0.4954973729
367,-0.5041585479
368,-0.5127693074
369,-0.5213287904
370,-0.5298361409
371,-0.5382905083
372,-0.5466910471
373,-0.5550369172
374,-0.5633272841
375,-0.5715613187
376,-0.5797381977
377,-0.5878571034
378,-0.5959172238
379,-0.6039177530
380,-0.6118578909
381,-0.6197368436
382,-0.6275538231
383,-0.6353080477
384,-0.6429987421
385,-0.6506251371
386,-0.6581864701
387,-0.6656819850
388,-0.6731109323
389,-0.6804725691
390,-0.6877661592
391,-0.6949909732
392,-0.7021462887
393,-0.7092313902
394,-0.7162455691
395,-0.7231881241
396,-0.7300583608
397,-0.7368555924
398,-0.7435791389
399,-0.7502283282
400,-0.7568024953
401,-0.7633009828
402,-0.7697231408
403,-0.7760683271
404,-0.7823359072
405,-0.7885252544
406,-0.7946357498
407,-0.8006667822
408,-0.8066177486
409,-0.8124880539
410,-0.8182771111
411,-0.8239843412
412,-0.8296091736
413,-0.8351510458
414,-0.8406094036
415,-0.8459837011
416,-0.8512734009
417,-0.8564779742
418,-0.8615969003
419,-0.8666296675
420,-0.8715757724
421,-0.8764347205
422,-0.8812060258
423,-0.8858892113
424,-0.8904838086
425,-0.8949893582
426,-0.8994054097
427,-0.9037315214
428,-0.9079672606
429,-0.9121122039
430,-0.9161659367
431,-0.9201280538
432,-0.9239981587
433,-0.9277758646
434,-0.9314607938
435,-0.9350525776
436,-0.9385508569
437,-0.9419552819
438,-0.9452655122
439,-0.9484812167
440,-0.9516020739
441,-0.9546277717
442,-0.9575580074
443,-0.9603924882
444,-0.9631309306
445,-0.9657730606
446,-0.9683186142
447,-0.9707673367
448,-0.9731189832
449,-0.9753733187
450,-0.9775301177
451,-0.9795891644
452,-0.9815502531
453,-0.9834131875
454,-0.9851777815
455,-0.9868438585
456,-0.9884112519
457,-0.9898798051
458,-0.9912493711
459,-0.9925198129
460,-0.9936910036
461,-0.9947628261
462,-0.9957351731
463,-0.9966079474
464,-0.9973810617
465,-0.9980544388
466,-0.9986280112
467,-0.9991017217
468,-0.9994755228
469,-0.9997493772
470,-0.9999232576
471,-0.9999971464
472,-0.9999710363
473,-0.9998449300
474,-0.9996188400
475,-0.9992927890
476,-0.9988668095
477,-0.9983409442
478,-0.9977152456
479,-0.9969897763
480,-0.9961646088
481,-0.9952398258
482,-0.9942155195
483,-0.9930917926
484,-0.9918687573
485,-0.9905465360
486,-0.9891252608
487,-0.9876050739
488,-0.9859861274
489,-0.9842685830
490,-0.9824526126
491,-0.9805383978
492,-0.9785261299
493,-0.9764160103
494,-0.9742082499
495,-0.9719030694
496,-0.9695006995
497,-0.9670013802
498,-0.9644053617
499,-0.9617129034
500,-0.9589242747
501,-0.9560397543
502,-0.9530596307
503,-0.9499842020
504,-0.9468137756
505,-0.9435486686
506,-0.9401892076
507,-0.9367357284
508,-0.9331885765
509,-0.9295481064
510,-0.9258146823
511,-0.9219886775
512,-0.9180704747
513,-0.9140604655
514,-0.9099590511
515,-0.9057666415
516,-0.9014836560
517,-0.8971105228
518,-0.8926476794
519,-0.8880955720
520,-0.8834546557
521,-0.8787253947
522,-0.8739082619
523,-0.8690037390
524,-0.8640123165
525,-0.8589344934
526,-0.8537707776
527,-0.8485216855
528,-0.8431877419
529,-0.8377694802
530,-0.8322674422
531,-0.8266821782
532,-0.8210142467
533,-0.8152642144
534,-0.8094326564
535,-0.8035201559
536,-0.7975273039
537,-0.7914546999
538,-0.7853029511
539,-0.7790726726
540,-0.7727644876
541,-0.7663790267
542,-0.7599169285
543,-0.7533788393
544,-0.7467654129
545,-0.7400773105
546,-0.7333152010
547,-0.7264797606
548,-0.7195716728
549,-0.7125916285
550,-0.7055403256
551,-0.6984184692
552,-0.6912267716
553,-0.6839659519
554,-0.6766367361
555,-0.6692398573
556,-0.6617760550
557,-0.6542460757
558,-0.6466506723
559,-0.6389906043
560,-0.6312666379
561,-0.6234795453
562,-0.6156301053
563,-0.6077191027
564,-0.5997473288
565,-0.5917155806
566,-0.5836246614
567,-0.5754753802
568,-0.5672685519
569,-0.5590049973
570,-0.5506855426
571,-0.5423110198
572,-0.5338822664
573,-0.5254001252
574,-0.5168654444
575,-0.5082790775
576,-0.4996418831
577,-0.4909547250
578,-0.4822184717
579,-0.4734339971
580,-0.4646021794
581,-0.4557239019
582,-0.4468000524
583,-0.4378315233
584,-0.4288192113
585,-0.4197640178
586,-0.4106668483
587,-0.4015286124
588,-0.3923502240
589,-0.3831326009
590,-0.3738766648
591,-0.3645833414
592,-0.3552535600
593,-0.3458882535
594,-0.3364883585
595,-0.3270548149
596,-0.3175885661
597,-0.3080905587
598,-0.2985617425
599,-0.2890030704
600,-0.2794154982
601,-0.2697999847
602,-0.2601574914
603,-0.2504889826
604,-0.2407954251
605,-0.2310777883
606,-0.2213370439
607,-0.2115741659
608,-0.2017901308
609,-0.1919859167
610,-0.1821625043
611,-0.1723208757
612,-0.1624620152
613,-0.1525869086
614,-0.1426965435
615,-0.1327919089
616,-0.1228739951
617,-0.1129437941
618,-0.1030022987
619,-0.0930505033
620,-0.0830894028
621,-0.0731199935
622,-0.0631432722
623,-0.0531602367
624,-0.0431718852
625,-0.0331792165
626,-0.0231832300
627,-0.0131849251
628,-0.0031853018
629,0.0068146401
630,0.0168139005
631,0.0268114795
632,0.0368063774
633,0.0467975947
634,0.0567841323
635,0.0667649915
636,0.0767391743
637,0.0867056832
638,0.0966635216
639,0.1066116938
640,0.1165492049
641,0.1264750611
642,0.1363882699
643,0.1462878401
644,0.1561727815
645,0.1660421059
646,0.1758948261
647,0.1857299570
648,0.1955465151
649,0.2053435187
650,0.2151199881
651,0.2248749457
652,0.2346074159
653,0.2443164257
654,0.2540010040
655,0.2636601824
656,0.2732929950
657,0.2828984785
658,0.2924756724
659,0.3020236190
660,0.3115413635
661,0.3210279541
662,0.3304824422
663,0.3399038823
664,0.3492913323
665,0.3586438535
666,0.3679605106
667,0.3772403719
668,0.3864825095
669,0.3956859992
670,0.4048499206
671,0.4139733574
672,0.4230553971
673,0.4320951317
674,0.4410916572
675,0.4500440738
676,0.4589514864
677,0.4678130042
678,0.4766277411
679,0.4853948157
680,0.4941133511
681,0.5027824757
682,0.5114013224
683,0.5199690294
684,0.5284847399
685,0.5369476024
686,0.5453567706
687,0.5537114036
688,0.5620106659
689,0.5702537276
690,0.5784397644
691,0.5865679577
692,0.5946374947
693,0.6026475684
694,0.6105973779
695,0.6184861282
696,0.6263130303
697,0.6340773017
698,0.6417781659
699,0.6494148528
700,0.6569865987
701,0.6644926466
702,0.6719322457
703,0.6793046521
704,0.6866091287
705,0.6938449449
706,0.7010113772
707,0.7081077090
708,0.7151332306
709,0.7220872394
710,0.7289690401
711,0.7357779446
712,0.7425132718
713,0.7491743483
714,0.7557605081
715,0.7622710924
716,0.7687054502
717,0.7750629381
718,0.7813429204
719,0.7875447690
720,0.7936678638
721,0.7997115925
722,0.8056753507
723,0.8115585421
724,0.8173605782
725,0.8230808790
726,0.8287188724
727,0.8342739946
728,0.8397456900
729,0.8451334117
730,0.8504366206
731,0.8556547866
732,0.8607873879
733,0.8658339111
734,0.8707938517
735,0.8756667136
736,0.8804520096
737,0.8851492610
738,0.8897579984
739,0.8942777606
740,0.8987080958
741,0.9030485610
742,0.9072987220
743,0.9114581540
744,0.9155264408
745,0.9195031758
746,0.9233879613
747,0.9271804087
748,0.9308801388
749,0.9344867818
750,0.9379999768
751,0.9414193726
752,0.9447446272
753,0.9479754082
754,0.9511113924
755,0.9541522663
756,0.9570977257
757,0.9599474762
758,0.9627012327
759,0.9653587199
760,0.9679196720
761,0.9703838330
762,0.9727509564
763,0.9750208055
764,0.9771931533
765,0.9792677827
766,0.9812444861
767,0.9831230658
768,0.9849033341
769,0.9865851128
770,0.9881682339
771,0.9896525389
772,0.9910378796
773,0.9923241172
774,0.9935111233
775,0.9945987791
776,0.9955869759
777,0.9964756147
778,0.9972646069
779,0.9979538734
780,0.9985433454
781,0.9990329638
782,0.9994226798
783,0.9997124544
784,0.9999022585
785,0.9999920733
